tweet_text,month_of_tweet
this smile could end wars and cure cancer pic.twitter.com/0lLPRr06CS,4
"Breast Cancer, Diagnosis, Treatment, Nursing Care and Current Approachs Symposium.. #memekanseri…",4
i am glad that the check up results are clean :)) what type of cancer did u have?,4
mi #bot dice: [link] Don’t freak out: LSD may aid cancer victims | The Sunday Times …,4
mi #bot dice: [video] (via The guys who did the Motorboating for Cancer video had their donations refunded. : vi.. …,3
[ ] Ransomware scum infect cancer non-profit …,1
Awesome Games Done Quick Raises A Record Breaking $2.2 Million For Cancer Prevention #Gamingpic.twitter.com/PqrKJX37NZ,1
A better look at the book cover of my cancer survival book. I posed in Istanbul. Life can bring…,1
"Cycling can prevent from breast cancer @ Athens, Greece",12
what if I told you there was a cure for cancer - but they are hiding it because the government…,12
• HODGKIN day 100 • I never fought that my cancer will ever stop me. So today we take the train…,12
• HODGKIN day 100 • I never fought that my cancer will ever stop me. So today we take the train…,12
"Tunne rintasi ry (""Feel your breast"" association - related to breast cancer awareness) is…",12
#stillinbed for the Children’s cancer association #BedStockChallenge #foragoodcause…,12
The fountains of Sanremo were pink for Breast Cancer Awareness! #sanremoitaly #sanremo…,11
Cancer en Turkey …,11
Pretty amazing.. I had surgery last week.. had skin cancer that required removal. Thank god for…,9
My daughter is reading this -great and very interesting true story about her cancer cells being…,8
There are large variety of clinics specializing in the treatment of cancer. Company I MEDICAL…,8
#Repost with instatoolsapp ・・・ Giving thanks could heal cancer #moneyman…,8
4 years - 2 cancer battles 8 countries 2 dogs chaifacebearface …,8
One Obstacle to Curing Cancer: Patient Data Isn’t Shared,12
Proud of my girl performing to raise money for kids with cancer in #Montenegro! #ProudMom…,12
"""I intend to populate instagram with children's characters for Child Cancer Awareness. Give me a…",12
"That Dragon, Cancer Designer Wins Game Award, Gives Heartbreaking Speech About Son Who Died #Gamingpic.twitter.com/qukYNEZSIE",12
I intend to populate Instagram with children's characters for Child Cancer Awareness Week. Give…,12
"""I intend to populate instagram with children's characters for Child Cancer Awareness Week. Give…",11
"""I intend to populate Instagram with children's characters for Child Cancer Awareness Week. Give…",11
"""I intend to populate the instagram with children's characters for Child Cancer Awareness Week.…",11
'The Last Game I Make Before I Die': Fighting Cancer By Making A Video Game #Gamingpic.twitter.com/dFnk3sTo3R,11
While doing #psych-k for #children dealing with #cancer at #oncology Dept these #beautiful #kids…,11
To all those who have lost someone special #lost #cancer #lovedone #family #brokenheart #sorrow…,10
"#bitcoin is pure air,it will enter as experiment,lotary & #Cancer theworld #money System & we will observe which Systems have more #stamina",10
[ ] How to pick a BLE smart lock and cause cancer using just a mobile phone …,10
Only took 1 week to come from Ireland! Cancer surgery recovery will be slightly less boring and…,10
October is the breast cancer awareness month. remembers us this world humanity​ fight…,10
October is the breast cancer awareness month! Delta remebers us with this special livery…,10
Trafalgar goes pink in support of Breast Cancer Awarness #SimplyTrafalgar #BreastCancerAwarness…,10
""" information regarding ayurvedic management of cancer you can contact srisricancercare",10
We are in pink for the awareness of breast cancer month... @ Four Seasons Hotel…,10
What happens when Moon in Cancer meets my Venus in Cancer.... Say cheese! Typical local Puglia…,10
Bells anyone? Oh this reminds me so much of Malta... oh so Moon in Cancer... Voglia di Campane?…,10
Moon in Cancer. Seeking home in outer structures. . . . . . #acquafortis #acquafortisastrology…,10
October is breast cancer awareness month. It is always good to seek medical attention when you…,10
Ten years ago a breast cancer was diagnosed with my mother. We discovered it only because we…,10
"#fluoride is among the main #reasons for #humandeath due to #cancer. Yet, it’s still in…",10
"'Trek the Deck' for the Teenage Cancer Trust onboard Oceana, officially opened by Francis…",7
"Mars in Cancer square Uranus in Aries. ""Is this shocking enough for you? Mother Land is…",7
I don't give a f if you don't want to see pictures of me sweating. Thyroid cancer kept my body…,7
Save yourself! Tuska Sunday 2017 #friends #mastodon #cancer #tuskaopenairmetalfestival2017…,7
Cancer doesn't mind who and how you love - so others shouldn't either. #sylvary #helsinkipride…,7
Of Security needs and Fibonacci sequence. Sun in Cancer meets Moon in Libra. Snails in hot arid…,6
Mosaic of Cancer zodiac sign at one of the oldest enclosed shopping malls 125 years old. #beauty…,6
"My heart is wide open post new moon in cancer one of my water signs, to welcome my amazing…",6
"An expression of Cancer energy. Puzzy, Sun in Cancer, will not stay out on the balcony if there…",6
"no i agreed with the message, but not the ""you are cancer"" thing...",11
"cameron deletes all good tweets and he still hasn't deleted the ""you are cancer"" one wow",11
"yes also the ""cancer"" thing. yikes.",11
We're back at it! Long chats and wonderful hugsies of the #Scorpio #Cancer variety. @ Perivoj,11
"Istanbul International Breast #cancer #conference, the #oncology #radiationtherapy #technology…",11
Istanbul International Breast #cancer #conference Is Started Under Guidance Of…,11
Istanbul International Breast #cancer #conference Is Started Under Guidance Of…,11
#fashion show #charity #cancer #finland #helsinki #kaarinak #samuiji #katriniskanen #turo…,11
9 hours no stop laughing for cancer patients at the first GUINNESS WORLD RECORDS in Reggio…,11
Our chefs prepared four gang pink menu to support the Breast Cancer Awareness!…,11
This will cure cancer. @ Neverland …,10
"October is Breast Cancer Awareness Month, here a picture of Delta's pink plane ""Breast Cancer…",10
Breast cancer awareness month! Don't forget to grab your ribbon to… …,10
"Stand Up To Cancer, is now trending in Finland",10
"It's Breast Cancer Awareness Month, #BCAM. Today, I #FlyForPink on #AY005, HEL-JFK! #travelpic.twitter.com/ajRFF1dpGU",10
Raising awareness and funds to beat breast cancer #whywewalk #pinkribbonwalk #monaco…,3
International Childhood Cancer Day 2017. Every chair represents a child who was diagnosed with…,2
"When the Transitional Cell Cancer is too big, endoscopy is not enough. Conservative treatments…",2
All dressed up in Pink with the breast cancer awareness ribbon!#stephensleephotography #rome…,2
*CANCER ALE*,2
Turkcesi asagida 5 FACTS ABOUT TURMERIIIC We all have learnt its anti-cancer properties. But…,2
World Cancer day!!! #awareness #solidariety #solidarieta #fuckcancer #fuckcancer #fightit…,2
"Today is #WorldCancerDay. Remember that cancer comes in many colors.. Together, let's beat cancer.. pic.twitter.com/o9rilU9W0t",2
